NoClstr,FinalLevelTax,NoSeqinTax,TaxonomyPath
718,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Chromatiales; [F] Ectothiorhodospiraceae; [G] unknown; [S] Ectothiorhodospiraceae bacterium BW-2;
718,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Vibrionales; [F] Vibrionaceae; [G] Vibrio; [S] Vibrio vulnificus;
719,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Chromatiales; [F] Ectothiorhodospiraceae; [G] unknown; [S] Ectothiorhodospiraceae bacterium BW-2;
720,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Syntrophobacterales; [F] Syntrophobacteraceae; [G] Desulfoglaeba; [S] Desulfoglaeba alkanexedens;
722,S,1,[D] Bacteria; [P] Acidobacteria; [C] Blastocatellia; [O] unknown; [F] unknown; [G] Chloracidobacterium; [S] Chloracidobacterium thermophilum;
723,S,1,[D] Bacteria; [P] Acidobacteria; [C] Blastocatellia; [O] unknown; [F] unknown; [G] Chloracidobacterium; [S] Chloracidobacterium thermophilum;
724,S,7,[D] Bacteria; [P] Bacteroidetes; [C] Saprospiria; [O] Saprospirales; [F] Saprospiraceae; [G] Saprospira; [S] Saprospira grandis;
727,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Listeriaceae; [G] Listeria; [S] Listeria weihenstephanensis;
728,S,5,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Malaciobacter; [S] Malaciobacter mytili;
729,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium branchiophilum;
731,S,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Leuconostocaceae; [G] Leuconostoc; [S] Leuconostoc gelidum;
731,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Leuconostocaceae; [G] Weissella; [S] Weissella cryptocerci;
732,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus delbrueckii;
733,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Ligilactobacillus; [S] Ligilactobacillus ruminis;
734,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Alcaligenaceae; [G] Basilea; [S] Basilea psittacipulmonis;
735,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Alcaligenaceae; [G] Basilea; [S] Basilea psittacipulmonis;
736,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Companilactobacillus; [S] Companilactobacillus heilongjiangensis;
738,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Gordoniaceae; [G] Gordonia; [S] Gordonia polyisoprenivorans;
741,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Bifidobacteriales; [F] Bifidobacteriaceae; [G] Scardovia; [S] Scardovia inopinata;
742,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Marinilabiliales; [F] Prolixibacteraceae; [G] Draconibacterium; [S] Draconibacterium orientale;
744,S,3,[D] Bacteria; [P] Cyanobacteria; [C] Gloeobacteria; [O] Gloeobacterales; [F] Gloeobacteraceae; [G] Gloeobacter; [S] Gloeobacter kilaueensis;
745,S,1,[D] Bacteria; [P] Cyanobacteria; [C] Gloeobacteria; [O] Gloeobacterales; [F] Gloeobacteraceae; [G] Gloeobacter; [S] Gloeobacter kilaueensis;
747,S,1,[D] Bacteria; [P] Proteobacteria; [C] Oligoflexia; [O] Bdellovibrionales; [F] Bdellovibrionaceae; [G] Bdellovibrio; [S] Bdellovibrio exovorus;
748,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Planococcaceae; [G] Planococcus; [S] Planococcus antarcticus;
750,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Mycobacteriaceae; [G] Mycobacterium; [S] Mycobacterium canettii;
751,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus; [S] Geobacillus thermodenitrificans;
751,S,2,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Thermosediminibacterales; [F] Tepidanaerobacteraceae; [G] Tepidanaerobacter; [S] Tepidanaerobacter acetatoxydans;
752,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Gemmatales; [F] Gemmataceae; [G] Gemmata; [S] Gemmata massiliana;
753,S,2,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Gemmatales; [F] Gemmataceae; [G] Gemmata; [S] Gemmata massiliana;
753,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Gemmatales; [F] Gemmataceae; [G] Gemmata; [S] Gemmata sp. SH-PL17;
754,S,2,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Entomoplasmatales; [F] Spiroplasmataceae; [G] Spiroplasma; [S] Spiroplasma syrphidicola;
755,S,5,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Entomoplasmatales; [F] Spiroplasmataceae; [G] Spiroplasma; [S] Spiroplasma syrphidicola;
756,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Thiobacillaceae; [G] Sulfuritortus; [S] Sulfuritortus calidifontis;
756,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Acidiferrobacterales; [F] Acidiferrobacteraceae; [G] Acidiferrobacter; [S] Acidiferrobacter sp. SPIII_3;
757,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Paucilactobacillus; [S] Lactobacillus nenjiangensis;
758,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Bombilactobacillus; [S] Bombilactobacillus bombi;
761,S,5,[D] Bacteria; [P] Spirochaetes; [C] Spirochaetia; [O] Spirochaetales; [F] Spirochaetaceae; [G] Salinispira; [S] Salinispira pacifica;
762,S,3,[D] Bacteria; [P] Kiritimatiellaeota; [C] Kiritimatiellae; [O] Kiritimatiellales; [F] Kiritimatiellaceae; [G] Kiritimatiella; [S] Kiritimatiella glycovorans;
763,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Marinilabiliales; [F] Salinivirgaceae; [G] Salinivirga; [S] Salinivirga cyanobacteriivorans;
764,S,3,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Acholeplasmatales; [F] Acholeplasmataceae; [G] Acholeplasma; [S] Acholeplasma palmae;
765,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Pirellulales; [F] Thermoguttaceae; [G] Thermogutta; [S] Thermogutta terrifontis;
765,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Calycomorphotria; [S] Calycomorphotria hydatis;
765,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Fuerstia <planctomycetes>; [S] Fuerstia marisgermanicae;
768,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Corynebacteriaceae; [G] Corynebacterium; [S] Corynebacterium lactis;
769,S,4,[D] Bacteria; [P] Elusimicrobia; [C] Endomicrobia; [O] Endomicrobiales; [F] Endomicrobiaceae; [G] Endomicrobium; [S] Endomicrobium proavitum;
770,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Aeromonadales; [F] Aeromonadaceae; [G] Oceanisphaera; [S] Oceanisphaera profunda;
771,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Aeromonadales; [F] Aeromonadaceae; [G] Oceanisphaera; [S] Oceanisphaera profunda;
772,S,2,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Candidatus Hepatoplasma; [S] Candidatus Hepatoplasma crinochetorum;
774,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Nitrosomonadaceae; [G] Nitrosomonas; [S] Nitrosomonas stercoris;
775,S,3,[D] Bacteria; [P] Balneolaeota; [C] unknown; [O] unknown; [F] unknown; [G] Candidatus Cyclonatronum; [S] Candidatus Cyclonatronum proteinivorum;
777,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] unknown; [G] Lawsonella; [S] Lawsonella clevelandensis;
778,S,10,[D] Bacteria; [P] Candidatus Gracilibacteria; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Candidatus Gracilibacteria bacterium HOT-871;
782,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] unknown; [F] Candidatus Desulfofervidaceae; [G] Candidatus Desulfofervidus; [S] Candidatus Desulfofervidus auxilii;
785,S,2,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Planctomyces; [S] Planctomyces sp. SH-PL14;
786,S,13,[D] Bacteria; [P] Verrucomicrobia; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Verrucomicrobia bacterium IMCC26134;
787,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Prochlorotrichaceae; [G] Halomicronema; [S] Halomicronema hongdechloris;
788,S,1,[D] Bacteria; [P] Thermodesulfobacteria <phylum>; [C] Thermodesulfobacteria; [O] Thermodesulfobacteriales; [F] Thermodesulfobacteriaceae; [G] Caldimicrobium; [S] Caldimicrobium thiodismutans;
789,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Ottowia; [S] Ottowia sp. oral taxon 894;
790,G,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Campylobacter;
790,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Campylobacter; [S] Campylobacter sp. RM12175;
790,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Campylobacter; [S] Campylobacter sp. RM8964;
791,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Bartonellaceae; [G] Bartonella; [S] Bartonella apis;
792,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Bartonellaceae; [G] Bartonella; [S] Bartonella apis;
793,S,32,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Bartonellaceae; [G] Bartonella; [S] Bartonella apis;
795,S,5,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Methylococcales; [F] Methylococcaceae; [G] Methylovulum; [S] Methylovulum psychrotolerans;
796,S,2,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae; [G] Turicibacter; [S] Turicibacter sp. H121;
797,S,2,[D] Bacteria; [P] Nitrospirae; [C] Nitrospira <class>; [O] Nitrospirales; [F] Nitrospiraceae; [G] Nitrospira; [S] Candidatus Nitrospira inopinata;
798,S,4,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Methylococcales; [F] Methylococcaceae; [G] Methylomonas; [S] Methylomonas sp. DH-1;
799,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cytophagaceae; [G] Arcticibacterium; [S] Arcticibacterium luteifluviistationis;
800,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Peptococcaceae; [G] Desulfotomaculum; [S] Desulfotomaculum ferrireducens;
801,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Companilactobacillus; [S] Companilactobacillus allii;
802,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces pacaensis;
804,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Corynebacteriaceae; [G] Corynebacterium; [S] Corynebacterium choanis;
805,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Macrococcus; [S] Macrococcus sp. IME1552;
806,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] unknown; [G] Candidatus Tokpelaia; [S] Candidatus Tokpelaia hoelldoblerii;
806,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Azospirillum; [S] Azospirillum thermophilum;
807,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] unknown; [G] Candidatus Tokpelaia; [S] Candidatus Tokpelaia hoelldoblerii;
808,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Acetobacteraceae; [G] unknown; [S] Acetobacteraceae bacterium;
809,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Sphingomonadales; [F] Sphingomonadaceae; [G] Sphingopyxis; [S] Sphingopyxis sp. FD7;
811,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Pirellulales; [F] Pirellulaceae; [G] Stieleria; [S] Stieleria maiorica;
812,P,1,[D] Bacteria; [P] Planctomycetes;
813,S,1,[D] Bacteria; [P] Planctomycetes; [C] Phycisphaerae; [O] Sedimentisphaerales; [F] Anaerohalosphaeraceae; [G] Anaerohalosphaera; [S] Anaerohalosphaera lusitana;
814,S,2,[D] Bacteria; [P] Planctomycetes; [C] Phycisphaerae; [O] Sedimentisphaerales; [F] Sedimentisphaeraceae; [G] Sedimentisphaera; [S] Sedimentisphaera salicampi;
815,S,1,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Entomoplasmatales; [F] Spiroplasmataceae; [G] Spiroplasma; [S] Candidatus Spiroplasma holothuricola;
820,S,5,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Sphingomonadales; [F] Erythrobacteraceae; [G] Porphyrobacter; [S] Porphyrobacter sp. CACIAM 03H1;
821,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Chroococcaceae; [G] Chondrocystis; [S] Chondrocystis sp. NIES-4102;
822,G,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix;
826,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Synechococcaceae; [G] Thermosynechococcus; [S] Thermosynechococcus sp. CL-1;
829,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Emcibacterales; [F] Emcibacteraceae; [G] Emcibacter; [S] Emcibacter congregatus;
831,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Pirellulales; [F] Lacipirellulaceae; [G] Lacipirellula; [S] Lacipirellula parvula;
833,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces qiguomingii;
833,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces sp. 432;
833,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces sp. Z16;
835,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Oxalobacteraceae; [G] Undibacterium; [S] Undibacterium sp. KW1;
836,S,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces sp. Z16;
837,S,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces sp. oral taxon 897;
838,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] unknown; [G] Massilistercora; [S] Massilistercora timonensis;
839,S,5,[D] Bacteria; [P] Lentisphaerae; [C] Lentisphaeria; [O] Victivallales; [F] unknown; [G] unknown; [S] Victivallales bacterium CCUG 44730;
840,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Alteromonadales; [F] Alteromonadaceae; [G] Catenovulum; [S] Catenovulum sp. CCB-QB4;
841,S,3,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Eubacteriaceae; [G] Acetobacterium; [S] Acetobacterium sp. KB-1;
842,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Leuconostocaceae; [G] Oenococcus; [S] Oenococcus sicerae;
843,S,3,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Sterolibacteriaceae; [G] unknown; [S] Sterolibacteriaceae bacterium J5B;
844,S,5,[D] Bacteria; [P] Candidatus Sumerlaeota; [C] Candidatus Sumerlaeia; [O] Candidatus Sumerlaeales; [F] Candidatus Sumerlaeaceae; [G] Candidatus Sumerlaea; [S] Candidatus Sumerlaea chitinovorans;
845,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Burkholderiaceae; [G] Ephemeroptericola; [S] Ephemeroptericola cinctiostellae;
846,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Burkholderiaceae; [G] Ephemeroptericola; [S] Ephemeroptericola cinctiostellae;
847,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus sp. BHWM-4;
848,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Synechococcaceae; [G] Synechococcus; [S] Synechococcus elongatus;
849,S,1,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae; [G] Intestinibaculum; [S] Intestinibaculum porci;
850,S,7,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae; [G] Intestinibaculum; [S] Intestinibaculum porci;
851,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] unknown; [F] unknown; [G] unknown; [S] Actinobacteria bacterium YIM 96077;
852,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Salicibibacter; [S] Salicibibacter halophilus;
853,S,3,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Pirellulales; [F] Lacipirellulaceae; [G] unknown; [S] Planctomycetes bacterium I41;
853,S,6,[D] Bacteria; [P] Planctomycetes; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Planctomycetes bacterium K2D;
855,S,2,[D] Bacteria; [P] Planctomycetes; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Planctomycetes bacterium Pan189;
856,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Bremerella; [S] Bremerella volcania;
858,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Calycomorphotria; [S] Calycomorphotria hydatis;
859,S,2,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Gimesia; [S] Gimesia chilikensis;
860,S,2,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Ruminococcaceae; [G] Ruminococcus; [S] Ruminococcus sp. JE7A12;
861,S,3,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Ruminococcaceae; [G] Ruminococcus; [S] Ruminococcus sp. JE7A12;
862,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Emcibacterales; [F] Emcibacteraceae; [G] Emcibacter; [S] Emcibacter sp. MEBiC09520;
864,S,1,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae; [G] Longibaculum; [S] Longibaculum sp. KGMB06250;
865,S,7,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Halomonadaceae; [G] Halomonas; [S] Halomonas sp. THAF5a;
866,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Corynebacteriaceae; [G] Corynebacterium; [S] Corynebacterium sp. sy039;
870,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Hypericibacter; [S] Hypericibacter adhaerens;
871,S,1,[D] Bacteria; [P] Acidobacteria; [C] Acidobacteriia; [O] Acidobacteriales; [F] Acidobacteriaceae; [G] Granulicella; [S] Granulicella sp. WH15;
872,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Acetobacteraceae; [G] Bombella; [S] Bombella sp. ESL0368;
874,S,2,[D] Bacteria; [P] Kiritimatiellaeota; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Kiritimatiellaeota bacterium S-5007;
876,S,5,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Vitreoscilla; [S] Vitreoscilla filiformis;
877,S,1,[D] Bacteria; [P] Firmicutes; [C] Negativicutes; [O] Veillonellales; [F] Veillonellaceae; [G] Megasphaera; [S] Megasphaera elsdenii;
878,G,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus;
878,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus oralis;
878,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus sp. NPS 308;
879,F,2,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae;
886,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Aeribacillus; [S] Aeribacillus pallidus;
886,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Bacillus; [S] Bacillus smithii;
886,G,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus;
886,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus; [S] Geobacillus thermodenitrificans;
894,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfobacterales; [F] Desulfobacteraceae; [G] Desulfococcus; [S] Desulfococcus oleovorans;
897,S,2,[D] Bacteria; [P] Aquificae <phylum>; [C] Aquificae; [O] Aquificales; [F] Aquificaceae; [G] Aquifex; [S] Aquifex aeolicus;
900,S,1,[D] Bacteria; [P] Chlorobi; [C] Chlorobia; [O] Chlorobiales; [F] Chlorobiaceae; [G] Pelodictyon; [S] Pelodictyon phaeoclathratiforme;
901,F,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Microcoleaceae;
901,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Microcoleaceae; [G] Arthrospira; [S] Arthrospira platensis;
901,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Microcoleaceae; [G] Arthrospira; [S] Arthrospira sp. TJSD092;
901,S,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Microcoleaceae; [G] Limnospira; [S] Limnospira indica;
903,S,10,[D] Bacteria; [P] Verrucomicrobia; [C] Methylacidiphilae; [O] Methylacidiphilales; [F] Methylacidiphilaceae; [G] Methylacidiphilum; [S] Methylacidiphilum infernorum;
905,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Pirellulales; [F] Pirellulaceae; [G] Pirellula; [S] Pirellula staleyi;
906,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Thermoanaerobacterales; [F] Thermoanaerobacterales Family III. Incertae Sedis; [G] Caldicellulosiruptor; [S] Caldicellulosiruptor lactoaceticus;
909,S,2,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Gemmatales; [F] Gemmataceae; [G] Tuwongella; [S] Tuwongella immobilis;
911,S,4,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Oceanospirillaceae; [G] Marinomonas; [S] Marinomonas mediterranea;
912,S,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Oceanospirillaceae; [G] Marinomonas; [S] Marinomonas mediterranea;
913,S,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Oceanospirillaceae; [G] Marinomonas; [S] Marinomonas mediterranea;
915,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Chromatiales; [F] Chromatiaceae; [G] Marichromatium; [S] Marichromatium purpuratum;
918,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Bacillus; [S] Bacillus thuringiensis;
919,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Lutibacter; [S] Lutibacter profundi;
919,S,1,[D] Bacteria; [P] Bacteroidetes; [C] unknown; [O] Bacteroidetes Order II. Incertae sedis; [F] Rhodothermaceae; [G] Rhodothermus; [S] Rhodothermus marinus;
922,S,6,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Alteromonadales; [F] Pseudoalteromonadaceae; [G] Pseudoalteromonas; [S] Pseudoalteromonas sp. R3;
